geoid,County Name,State,metro code,Metropolitan Status,Total Population,"Total population, MOE",Disabiltiy Population,"Disability Population, MOE",Disabitiy Rate,"Disability Rate, MOE",Male Disabiltiy Rate,Female Disability Rate,Vision Disabiltiy Rate,Hearing Disabiltiy Rate,Cognative Disabitliy Rate,Mobility Disabiltiy Rate,Self Care Disabiltiy Rate,Independent Living,Disability Employment Rate,Disability Unemployment Rates,Out of the Labor Force Disability Rate,Veteran Disability Rate ,Disability Poverty Rate ,Disability Rate-Black/African America,Disability Rate-White,Disability Rate-Asian,Disability Rate-American Indian/Alaskan Native,Disability Rate-Native Hawaiian Pacific Islander,Disability Rate-Other race,Disability Rate-Two or more races,Disability Rate- Hispanic (of any race),,,,
0500000US51021,Bland,Virginia,,Non core,5729,650,1047,198,18.3,3.1,17,19.6,3.4,6.5,6.3,10.8,2.8,7.9,18.9,9.8,71.3,27.5,8.2,0,18.3,,,,,16.7,0,,,,
0500000US51023,Botetourt,Virginia,,Metropolitan,32858,102,4640,447,14.1,1.4,14.7,13.5,2.4,5.5,5.2,7.3,2.4,5.2,30.2,5.2,64.5,30.5,15,16.1,14.4,12,0,,0,3.4,11.9,,,,
0500000US51520,Bristol city,Virginia,,Metropolitan,16899,73,3838,338,22.7,2,21,24.2,3.4,5.9,9.4,15.1,5.4,10.8,28.9,7.6,63.5,41.2,32,13.7,23.4,0,,,0,33.5,7.5,,,,
0500000US51025,Brunswick,Virginia,,Non core,14661,168,2909,321,19.8,2.1,21.8,18.1,3.8,4.4,9.3,13.3,4.7,8.5,28,2.8,69.2,39.9,21.1,24.2,15.8,5.6,0,,0,13.1,5.1,,,,
0500000US51027,Buchanan,Virginia,,Non core,21666,154,5120,412,23.6,1.9,23.3,24,4.9,7.2,10.6,16,5.6,13.3,12.1,2,85.9,53.9,25.8,37.2,23.7,0,0,,,30.9,0,,,,
0500000US51029,Buckingham,Virginia,,Metropolitan,15071,171,2586,336,17.2,2.2,16.4,18,2.4,3.5,7.1,10,5.4,9.2,21.9,2.3,75.8,33.9,25.7,19.5,16.8,35.1,0,,0,4.9,1.3,,,,
0500000US51530,Buena Vista city,Virginia,,Non core,6410,90,809,203,12.6,3.1,11.9,13.3,2.5,4.4,3.5,7.9,3.2,6.9,41.1,2.1,56.8,20.3,26.8,43.1,12.9,0,,,,9.9,0,,,,
0500000US51031,Campbell,Virginia,,Metropolitan,54688,128,8559,621,15.7,1.1,14.8,16.4,3.1,4.5,6.2,9.2,3.4,7.2,39.1,1.9,59,28.9,20.5,14.8,15.9,10.4,29.2,0,11.6,14.3,11.2,,,,
0500000US51033,Caroline,Virginia,,Metropolitan,27795,939,3443,370,12.4,1.4,13.7,11.2,2.1,3.7,4.9,6.9,2.3,6.3,36.5,2.1,61.4,22.6,10.9,12.3,12.5,28.6,17.1,,0.7,10,4.7,,,,
0500000US51035,Carroll,Virginia,,Non core,29618,90,5732,580,19.4,2,18.7,20.1,4.1,6.3,7.3,13.3,5.7,10.4,16.6,4.8,78.6,35.6,20.9,5.4,19.4,0,88.1,,16.7,13.8,10.9,,,,
0500000US51036,Charles City,Virginia,,Metropolitan,7009,15,1153,118,16.5,1.7,15.6,17.3,4,3.4,6.4,9.7,3.7,7.8,32.6,3.5,63.9,23.3,18,17.8,14.4,20.9,17.6,,21.4,19.5,13.5,,,,
0500000US51037,Charlotte,Virginia,,Non core,12039,43,2509,296,20.8,2.5,19.3,22.4,3.1,5.1,8.7,12.8,5.1,10.6,29,2.8,68.1,40.1,27.8,19.1,22,0,0,,0,11.6,53.8,,,,
0500000US51540,Charlottesville city,Virginia,,Metropolitan,46110,133,4114,384,8.9,0.8,7.8,10,1.8,1.8,3.6,5.4,2.1,4.2,46.1,5.2,48.7,19.1,20.3,16.5,7.5,3.8,27,0,1.4,7.3,3,,,,
0500000US51550,Chesapeake city,Virginia,,Metropolitan,223040,965,23505,1063,10.5,0.5,10.9,10.2,1.8,2.4,4.3,5.7,2.2,5.2,39.6,4.1,56.2,17.2,12,11.6,10.6,6.7,13.3,0,2.8,6.7,6,,,,
0500000US51041,Chesterfield,Virginia,,Metropolitan,333209,289,33818,1289,10.1,0.4,10,10.3,1.6,2.7,4.1,5.5,2.2,4.4,41.2,5.9,53,21.2,13.9,10.3,10.4,6.5,13.1,7.6,5,10.7,5.5,,,,
0500000US51043,Clarke,Virginia,,Metropolitan,14152,94,1539,256,10.9,1.8,11.3,10.5,1.2,3.7,3.7,5.6,2.9,5.5,53.2,1.4,45.4,18.2,17.1,14.1,10.5,8.7,58.8,,0,18.3,4.5,,,,
0500000US51570,Colonial Heights city,Virginia,,Metropolitan,17440,105,2768,237,15.9,1.4,12.8,18.5,2.4,5,5.5,9.2,4.1,8.4,30.2,10.3,59.5,25.6,14.8,11.4,17.6,6.4,43.7,,0,9.1,10.9,,,,
0500000US51580,Covington city,Virginia,,Non core,5496,89,1150,218,20.9,4,19.9,21.9,4.5,5,6.1,11.9,5,7.8,38.5,5.5,56,31.6,18.8,17.1,22.4,0,,0,,6.6,23.3,,,,
0500000US51045,Craig,Virginia,,Metropolitan,5114,31,904,234,17.7,4.6,13.4,21.8,2.7,6.9,6.1,14.7,5.3,13.5,25.4,0,74.6,39.3,22.2,,17.7,,,,,0,,,,,
0500000US51047,Culpeper,Virginia,,Metropolitan,48449,212,5580,511,11.5,1.1,11.9,11.2,2.4,3.3,3.6,6.3,2.5,5.6,38.4,4.9,56.7,26,16.8,11.3,12.1,2.6,31.9,0,5.5,5,5.4,,,,
0500000US51049,Cumberland,Virginia,,Non core,9785,19,1786,238,18.3,2.4,21.1,15.5,4.1,5.9,7.8,10.3,3.9,7.5,39.2,1.9,58.9,39.1,25,16.7,18.9,,25,,,18.8,0,,,,
0500000US51590,Danville city,Virginia,,Micropolitan,40766,189,8033,505,19.7,1.2,19.6,19.8,3.3,4.7,8.1,12.1,4.3,9.4,26.3,5.7,68,34.9,27.8,19.2,20.9,6.7,32.5,0,6.1,19,4.2,,,,
0500000US51051,Dickenson,Virginia,,Micropolitan,14726,166,3774,327,25.6,2.2,29.9,21.3,4.9,6.9,10.6,19.3,5.4,16.4,9.5,3.5,87,48.9,27,22.2,25.7,,,,0,15.6,5.7,,,,
0500000US51053,Dinwiddie,Virginia,,Metropolitan,27716,82,4637,484,16.7,1.7,16.3,17.2,2.8,3.9,5.6,10,3.2,7.8,44,7.8,48.2,27,16,17.5,16.6,10.9,100,0,7.4,15.3,6.2,,,,
0500000US51595,Emporia city,Virginia,,Non core,5278,123,908,172,17.2,3.2,12.1,21.5,3.6,4.4,4.1,12.5,2.7,6.4,23.9,7,69.1,33,33.4,17.1,18.7,0,0,,83.3,0,6.1,,,,
0500000US51057,Essex,Virginia,,Non core,11006,23,1268,199,11.5,1.8,11.8,11.3,1.3,3.3,3.7,6.7,2.1,5.7,29.1,1.6,69.4,21.3,21.8,6.9,14.2,0,40.4,,17.1,5.2,17.7,,,,
0500000US51600,Fairfax city,Virginia,,Metropolitan,23005,166,1572,283,6.8,1.2,5.8,7.8,1.4,1.8,2,3.3,1,3.4,47,6.5,46.6,8.9,13.4,10.9,7.7,4.2,37.5,0,0.8,5.5,2.8,,,,
0500000US51059,Fairfax,Virginia,,Metropolitan,1128951,698,78834,1911,7,0.2,6.9,7.1,1.2,2.1,2.5,3.4,1.3,3.2,53.7,5.1,41.2,15.7,11.6,7.6,7.6,5.6,11.9,16.9,2.8,5.8,4.8,,,,
0500000US51610,Falls Church city,Virginia,,Metropolitan,13780,42,751,167,5.4,1.2,5.3,5.6,0.7,2.8,2,2.7,1.2,2.6,49.5,6.1,44.3,17,1.2,10,5.4,4.7,,,13,0,3.3,,,,
0500000US51061,Fauquier,Virginia,,Metropolitan,68002,170,7252,480,10.7,0.7,10.3,11,1.6,3.5,3.6,5.3,1.8,4.1,49.8,4.1,46.1,18.2,11.6,17.2,10.5,3.5,16.8,0,5.8,4.3,4.1,,,,
0500000US51063,Floyd,Virginia,,Metropolitan,15479,100,2028,294,13.1,1.9,11.3,14.9,3.1,4.5,4.3,7.2,3.5,5.8,28.7,5.2,66.1,24.4,22,23.4,12.6,0,100,,0,25.2,9.1,,,,
0500000US51065,Fluvanna,Virginia,,Metropolitan,24860,168,3336,449,13.4,1.8,13.9,13,2.4,4.3,5.2,6.5,2.9,5.3,42.5,1.3,56.2,22.5,12.1,14.1,13.3,0,0,,13.6,16.9,9.7,,,,
0500000US51620,Franklin city,Virginia,,Non core,8217,99,978,235,11.9,2.8,11,12.6,2.6,3.1,5.5,7.2,2.9,8,40.3,13.4,46.3,23.4,21.3,10.8,14.5,0,,,0,4.3,0,,,,
0500000US51067,Franklin,Virginia,,Metropolitan,55925,101,8556,676,15.3,1.2,15.5,15.1,2.5,4.8,5.4,8.2,3.3,5.8,32,3.6,64.4,25.4,22.6,17.7,15,7.5,17.1,,18.8,18.3,9.3,,,,
0500000US51069,Frederick,Virginia,,Metropolitan,82671,259,9640,674,11.7,0.8,12.7,10.7,2.4,4,4.4,6.4,2.6,5.1,49.3,4.3,46.3,27.8,13.1,5.6,12.2,4.5,7.4,0,7,5.7,6,,,,
0500000US51630,Fredericksburg city,Virginia,,Metropolitan,27936,95,2849,396,10.2,1.4,9.2,11.1,2.3,3,4,4.7,2.2,4.3,40.3,11.9,47.8,19.3,34.2,10.6,11,12.9,0,0,1.4,6.2,2.2,,,,
0500000US51640,Galax city,Virginia,,Non core,6515,118,1585,293,24.3,4.4,21.9,26.6,8.9,6.7,9.8,12.1,4.7,11.3,21.9,9.1,68.9,34.4,42.6,29.6,25,0,0,,0,8.8,2.4,,,,
0500000US51071,Giles,Virginia,,Metropolitan,16756,116,3163,318,18.9,1.9,18.7,19.1,4,7,7.9,11.6,4.6,9,23,5.7,71.4,28.5,20.7,7.3,18.9,25,0,0,,67.9,1.1,,,,
0500000US51073,Gloucester,Virginia,,Metropolitan,36422,205,5671,514,15.6,1.4,16.5,14.7,2.8,5,5.3,9.2,3.3,7.5,36.4,4.4,59.2,27.1,12.5,18.9,15.2,0,29.9,,35.8,17.9,13.6,,,,
0500000US51075,Goochland,Virginia,,Metropolitan,20993,164,2441,390,11.6,1.9,13,10.3,1.3,5,4.1,4.7,1.7,4.4,53.1,2.2,44.7,24.5,9.9,23.8,9.2,9.3,48,,11.7,20.5,11.3,,,,
0500000US51077,Grayson,Virginia,,Non core,15069,426,2869,282,19,1.6,21.6,16.7,4.1,6.2,6.1,11.6,4.9,8.8,25.8,2.8,71.4,41.9,23.3,20,19.2,27,100,,0,5.7,1.5,,,,
0500000US51079,Greene,Virginia,,Metropolitan,19011,91,2878,395,15.1,2.1,16.3,14.1,2.6,3.3,5.7,8.6,3.9,6.6,39.9,4.4,55.7,29.3,12.1,16.4,15.3,6.6,0,,10.3,16.5,2.7,,,,
0500000US51081,Greensville,Virginia,,Non core,8497,229,1560,242,18.4,2.8,15,21.6,3.8,4.3,6.5,12.1,4,9.6,40.2,5.8,54,29.7,21.6,18.6,18.2,,100,,,4.5,0,,,,
0500000US51083,Halifax,Virginia,,Non core,34329,166,6316,488,18.4,1.4,18.8,18,2.6,3.8,8,11.1,4.4,9.1,26.9,4.4,68.7,28.8,23.5,22.7,16.5,1.2,11,0,0,10.6,7.1,,,,
0500000US51650,Hampton city,Virginia,,Metropolitan,130988,470,18758,832,14.3,0.6,14.6,14.1,2.7,3,5.5,8.7,2.9,6.7,38.3,4.7,57,21.9,20.8,14.9,14.4,3.9,24.6,20.5,10.6,12.6,6.9,,,,
0500000US51085,Hanover,Virginia,,Metropolitan,102592,213,9879,567,9.6,0.6,10,9.2,1.6,2.7,3.4,4.6,1.7,4.7,43,4,53.1,21.1,10.6,10.8,9.6,7.6,8.8,25,0,8.9,6.3,,,,
0500000US51660,Harrisonburg city,Virginia,,Metropolitan,52322,187,3768,434,7.2,0.8,6.4,8,1.3,1.9,3.3,4,1.8,3.5,45.7,2.5,51.8,21.5,29.3,11.2,7.3,2.8,0,0,0.7,6.1,3.4,,,,
0500000US51087,Henrico,Virginia,,Metropolitan,321871,296,35465,1435,11,0.4,10.3,11.7,1.8,2.8,4.5,5.8,2.6,5.2,41.4,7.1,51.6,22.1,15,11.8,11.7,5.8,18.1,0,5.5,7.9,6.2,,,,
0500000US51089,Henry,Virginia,,Micropolitan,51381,166,10207,682,19.9,1.3,20.1,19.6,3.7,5.7,8.3,12.5,5,9.3,18.3,5.5,76.2,35.8,26.1,15.2,21.8,4.8,74.2,,9.8,16.7,10.1,,,,
0500000US51091,Highland,Virginia,,Non core,2213,12,452,72,20.4,3.3,27.2,14.7,1.2,8.7,4.9,10,2.6,7.9,32.9,0,67.1,36.2,12.4,,20.5,,0,,,28.6,,,,,
0500000US51670,Hopewell city,Virginia,,Metropolitan,21987,163,4270,497,19.4,2.3,17.4,21.2,4.3,4.7,8.9,10.1,3.7,10.4,27.7,12.7,59.6,34.2,25.5,16.5,23.6,10.8,0,,0,14.3,6.3,,,,
0500000US51093,Isle of Wight,Virginia,,Metropolitan,35592,197,4580,447,12.9,1.3,13.5,12.2,2.1,3.3,4.2,7.4,2.3,5,40.6,6.5,52.9,19.3,14.3,14.1,12.8,6.5,9.3,0,13.5,6.8,15,,,,
0500000US51095,James City,Virginia,,Metropolitan,71521,353,9220,743,12.9,1,13.7,12.2,2.1,4.6,4.5,6.9,2.6,5.4,47,4.9,48.2,22.1,11.4,9.5,13.7,14.4,14.2,,7.3,6.2,16.2,,,,
0500000US51097,King and Queen,Virginia,,Non core,7052,17,832,189,11.8,2.7,12.3,11.3,1.5,3.2,5.5,5.5,3,4.6,33.4,0,66.6,27.3,29.3,15.2,10.5,,0,,0,13.5,0,,,,
0500000US51099,King George,Virginia,,Non core,25132,145,2557,327,10.2,1.3,9.7,10.7,1.4,2.8,4,5.1,1.9,3.9,49.1,4.8,46.1,20.5,13.5,13.2,9.7,8.5,0,0,5.2,9.6,6.4,,,,
0500000US51101,King William,Virginia,,Metropolitan,16276,82,1628,246,10,1.5,9.3,10.7,2.4,2.6,3.7,5.8,1.9,4.3,40.8,4.7,54.5,20.6,11.3,16.4,8.9,0,22.5,,10.9,0,27.9,,,,
0500000US51103,Lancaster,Virginia,,Non core,10757,21,1746,219,16.2,2,16.1,16.4,1.7,5.5,6.6,9.3,3.2,7.9,16.8,5.1,78.1,29.7,14.3,15,17,0,,,,9.2,10.1,,,,
0500000US51105,Lee,Virginia,,Non core,22891,397,5877,489,25.7,2.1,26.6,24.8,6.2,9.8,9.6,14.9,6.2,9.4,13.3,4,82.7,44.9,32,19.3,25.8,44.7,30.7,,,7,39.2,,,,
0500000US51678,Lexington city,Virginia,,Non core,5640,383,829,231,14.7,3.8,14.4,15,2.8,3.5,5,9,1.4,5.3,25.7,0,74.3,49,25.8,25.8,14.5,0,,,,0,9.1,,,,
0500000US51107,Loudoun,Virginia,,Metropolitan,372353,296,20779,917,5.6,0.2,5.3,5.8,1.1,1.8,2,2.5,1.1,2.5,59.5,3.5,37,13.6,6.9,5.3,6.3,3.6,13.5,5.8,4.4,4,4.1,,,,
0500000US51109,Louisa,Virginia,,Non core,34716,90,5757,526,16.6,1.5,15.4,17.7,3.2,5.5,7.2,9.9,4,7.9,27.6,6.9,65.5,25.6,21.4,22.2,15.7,11.4,5.6,,0,23.3,7.8,,,,
0500000US51111,Lunenburg,Virginia,,Non core,11423,113,2270,259,19.9,2.3,21.2,18.6,2.3,3.9,8.2,13,4,7.5,26,2.4,71.6,35.7,24.8,25.2,18.7,0,,,0,31.3,4.7,,,,
0500000US51680,Lynchburg city,Virginia,,Metropolitan,77742,199,9587,646,12.3,0.8,11.7,12.9,2.8,2.5,5.4,6.8,2.6,6.6,32.2,4.5,63.2,26.8,26.3,13.9,11.9,5.4,18.9,0,17.4,11.9,9.1,,,,
0500000US51113,Madison,Virginia,,Non core,12931,62,1632,286,12.6,2.2,16.6,8.8,1.7,5,5.6,6.3,3.1,6.4,33.9,8.2,57.9,27.2,15.2,23,11.9,0,,,4.1,17.6,3.5,,,,
0500000US51683,Manassas city,Virginia,,Metropolitan,41293,54,3059,402,7.4,1,7.3,7.5,1.4,2.2,3.6,3.4,1.5,3.4,54.7,7.5,37.8,16.3,11.3,8,8.2,6.1,0,9.2,1.6,7,3.5,,,,
0500000US51685,Manassas Park city,Virginia,,Metropolitan,16074,45,1315,253,8.2,1.6,8.1,8.3,1.2,2,3.7,4.6,2.3,4.1,44.8,5.3,49.8,21.1,23.3,4,9.1,8.5,0,100,7,9.9,2.7,,,,
0500000US51690,Martinsville city,Virginia,,Micropolitan,12867,189,2405,333,18.7,2.5,16.9,20.1,4.5,5.2,8.4,10.5,4.6,9.2,26,8.8,65.2,36.2,35.2,18.5,18.8,0,0,,0,41,5.3,,,,
0500000US51115,Mathews,Virginia,,Metropolitan,8753,59,1471,357,16.8,4.1,18,15.7,2.5,7.4,5.9,9.5,3.3,5.9,39.4,0,60.6,11.8,14.9,10.4,17.4,0,57.1,,,20.7,46.7,,,,
0500000US51117,Mecklenburg,Virginia,,Non core,30051,201,5989,458,19.9,1.5,22,18.1,3,5.2,8,11.4,4,10.1,26.7,5,68.3,35.8,20.1,21.6,19.2,42.9,56.8,0,1.3,15.3,5.7,,,,
0500000US51119,Middlesex,Virginia,,Non core,10368,63,1839,302,17.7,2.9,17.9,17.6,3.5,5.2,4.2,10.2,3.4,6.7,45.6,17.8,36.6,28.1,16.4,23.8,16.7,,23.7,0,0,11.3,0,,,,
0500000US51121,Montgomery,Virginia,,Metropolitan,97058,219,9707,632,10,0.7,9.7,10.3,1.8,2.9,3.9,4.9,1.7,3.7,34.6,5.7,59.7,27.2,21.7,12.5,10.7,1.9,0,0,2.3,6.1,4,,,,
0500000US51125,Nelson,Virginia,,Metropolitan,14812,65,1886,297,12.7,2,13.3,12.2,2.1,3.3,4.4,7.3,2.8,6.6,19,7.1,73.9,29.1,17.2,13.9,12.9,0,0,,0,5.6,0,,,,
0500000US51127,New Kent,Virginia,,Metropolitan,19979,134,2040,337,10.2,1.7,10.5,9.9,1.4,2.3,3.6,6.1,1.8,4,29.4,6.9,63.7,19.3,4,9.5,10,0,10.3,,15.6,17,6,,,,
0500000US51700,Newport News city,Virginia,,Metropolitan,171249,760,25271,1092,14.8,0.6,14.6,14.9,3.9,2.9,6,7.5,2.6,5.8,47.2,6.3,46.5,21.5,21.8,15.5,14.9,9.8,33.8,6.4,11.3,11.2,12.2,,,,
0500000US51710,Norfolk city,Virginia,,Metropolitan,218544,1183,27529,1102,12.6,0.5,11.9,13.3,2.2,2.5,5.8,7.5,3,6.8,30.2,7.4,62.4,16.6,27.4,13.7,12.5,8.6,18.4,0,4.5,10,6.4,,,,
0500000US51131,Northampton,Virginia,,Non core,11703,88,1524,182,13,1.5,15,11.2,1.8,3.7,5.2,6.9,1.9,5.7,20,5.8,74.2,16.1,27.8,14.6,11.8,19.2,68.4,100,16.3,14.7,2.7,,,,
0500000US51133,Northumberland,Virginia,,Non core,12254,19,1832,290,15,2.4,15.3,14.6,2.1,4.8,3.5,8.9,3,6,12.7,10.3,77,21.2,10.8,8.8,17.7,0,0,,,0,0,,,,
0500000US51720,Norton city,Virginia,,Micropolitan,3987,52,825,160,20.7,4,23.7,18.5,3.6,6.9,8.4,11.5,5.7,9,13.8,11.8,74.5,58.1,33.7,37.1,19.8,14.1,100,,,46.9,0,,,,
0500000US51135,Nottoway,Virginia,,Non core,14131,220,2805,406,19.8,2.8,20.8,18.9,3.3,3.5,9.9,9.2,4.2,8.5,11.3,5.6,83.1,32.5,40.2,22.7,18.2,0,61.5,0,0,25.7,4.2,,,,
0500000US51137,Orange,Virginia,,Non core,34728,191,5467,541,15.7,1.5,17.3,14.3,2.9,4.7,5.6,8.1,3.5,6.9,34.5,6.2,59.3,30.7,13.4,17.3,15.9,0,0,,19.4,9.5,4.6,,,,
0500000US51139,Page,Virginia,,Non core,23490,83,4656,444,19.8,1.9,21.3,18.4,3.4,5.5,8.5,12,4.8,10.4,22.7,5.4,71.9,37.9,22,22.6,19.7,9.6,37.9,,31.5,25.8,14.8,,,,
0500000US51141,Patrick,Virginia,,Non core,17670,148,3317,395,18.8,2.2,18.3,19.2,4.6,5.5,8.1,11.2,6.1,8.3,25.3,2.2,72.5,30.6,28,12.8,19.3,18,0,,0,24,17,,,,
0500000US51730,Petersburg city,Virginia,,Metropolitan,31078,198,6394,508,20.6,1.6,20.7,20.5,5.1,3.8,9.9,13.3,5.6,10.5,27.5,4.6,67.9,29.1,38.4,21.1,21.7,12.5,86,23.1,4.5,11.5,4.6,,,,
0500000US51143,Pittsylvania,Virginia,,Micropolitan,60872,264,10437,659,17.1,1.1,18.2,16.2,2.4,4.8,7.3,9.6,3.3,7,33.2,4.4,62.4,30.2,21.2,17.8,17.1,4.8,0,0,10.1,19.2,12.7,,,,
0500000US51735,Poquoson city,Virginia,,Metropolitan,11800,107,1269,198,10.8,1.7,12.2,9.4,1.4,4.7,3.4,5.2,2,5.1,62.4,5.6,32,17.4,8.9,0,10.9,24.6,44.4,,0,4.1,0,,,,
0500000US51740,Portsmouth city,Virginia,,Metropolitan,91055,627,13189,669,14.5,0.7,14.6,14.4,2.4,3.5,5.5,9,3.4,7.6,35.6,7.8,56.6,21.2,19.3,14.4,15.9,8,17.6,0,4.7,7.6,7.4,,,,
0500000US51145,Powhatan,Virginia,,Metropolitan,25757,230,2661,313,10.3,1.2,12,8.7,1.6,2.4,3.4,5.4,1.6,3.9,34.6,3,62.4,22,10.3,14,10.3,0,0,0,16.7,2.5,0,,,,
0500000US51147,Prince Edward,Virginia,,Non core,21937,496,3021,399,13.8,1.9,13.7,13.9,2.1,3.5,6.1,7.6,2.6,6.5,25.7,5,69.3,30.2,28.9,16.3,13.2,2.6,19.5,,0,0,8.1,,,,
0500000US51149,Prince George,Virginia,,Metropolitan,32782,601,4838,538,14.8,1.6,15,14.5,2.7,3.6,5.9,8.1,3.1,5.2,34.9,8.5,56.6,24.9,17.8,14.8,15.4,9.2,3,0,18.6,8.2,14.3,,,,
0500000US51153,Prince William,Virginia,,Metropolitan,442944,681,33072,1159,7.5,0.3,7.4,7.6,1.2,2,3.1,3.9,1.4,3.3,51.3,5.3,43.4,14,10.8,7.5,8.2,5.7,10.3,3.3,4.1,6.7,4.3,,,,
0500000US51155,Pulaski,Virginia,,Metropolitan,33251,191,5773,473,17.4,1.4,17.3,17.4,3.7,5.5,6.7,9.7,3.8,7.2,29.4,5.6,65.1,31,22.4,23.7,16.7,34.6,0,,37.7,22,15.1,,,,
0500000US51750,Radford city,Virginia,,Metropolitan,17279,75,2285,285,13.2,1.6,13.1,13.3,2.6,3.8,6.6,5.8,2.8,4,26.4,4.7,68.8,32.2,28.2,10.7,13.3,5.1,0,0,8.3,23.4,14.6,,,,
0500000US51157,Rappahannock,Virginia,,Metropolitan,7347,8,940,154,12.8,2.1,11.9,13.6,1.9,4.2,3.9,7,2.9,5,50.3,0,49.7,22.7,20.1,13,13,0,100,,0,7.5,6.5,,,,
0500000US51760,Richmond city,Virginia,,Metropolitan,218218,316,33923,1184,15.5,0.5,14.4,16.6,2.8,2.7,7.5,8.5,3,6.1,33.8,8.1,58.1,29.4,35.4,20.5,10.6,4.4,11.4,24,14.1,16.9,8.2,,,,
0500000US51159,Richmond,Virginia,,Non core,7153,228,1023,215,14.3,3,12.6,15.8,1.9,3.8,6.2,9,3.3,9.1,22,2.1,75.9,35.1,27.5,19,13.8,0,34.6,,22.2,4,7.6,,,,
0500000US51770,Roanoke city,Virginia,,Metropolitan,98290,266,16057,883,16.3,0.9,15,17.6,3.2,4.2,7.1,9.4,3.4,7.7,31.1,5.1,63.7,27.9,26.9,17.8,16.3,11.2,24.4,43.9,8,11.1,12.2,,,,
0500000US51161,Roanoke,Virginia,,Metropolitan,91796,228,11019,613,12,0.7,11.4,12.5,2.2,3.7,4.1,6.5,2.4,5,34.9,8.4,56.7,23.9,12.9,9.6,12.5,4.9,10.4,,4.5,8.3,8.8,,,,
0500000US51163,Rockbridge,Virginia,,Non core,22242,95,3189,365,14.3,1.6,13.9,14.8,2.3,4.6,4.3,7.1,1.7,4.2,31.1,3.2,65.7,34.8,15,10.3,14.4,0,52.5,100,19.5,7.4,14.5,,,,
0500000US51165,Rockingham,Virginia,,Metropolitan,78289,114,9881,590,12.6,0.8,11.8,13.4,3,4.1,4.9,6.8,2.9,6.2,41.5,5.4,53.2,28.6,14.4,10,12.8,5,64.3,13.7,11.4,3.4,6.5,,,,
0500000US51167,Russell,Virginia,,Non core,27496,78,6169,520,22.4,1.9,22.8,22.1,3.1,7.6,9.6,13.7,4.8,10.6,12.4,4,83.6,29.9,24.3,32.9,22.6,0,0,,0,13.2,12.2,,,,
0500000US51775,Salem city,Virginia,,Metropolitan,24722,188,3291,398,13.3,1.6,13.6,13.1,2.1,3.4,5.7,7.2,2.5,6,40.2,5.3,54.5,27.9,14.2,12.8,13.4,11.2,0,,61.1,8.2,10.5,,,,
0500000US51169,Scott,Virginia,,Metropolitan,21586,196,5023,371,23.3,1.7,25.3,21.3,3.8,7.7,8.5,14.8,5.1,10.3,24.6,3.6,71.8,36.3,27.9,22.5,23.3,0,51.4,,0,15.2,0,,,,
0500000US51171,Shenandoah,Virginia,,Non core,42467,96,6060,441,14.3,1,13.4,15.1,2,5,5.2,8,2.7,5.7,35.4,5.9,58.7,26.7,17.9,6.9,14.2,24.5,20.3,,7.7,21.5,5.1,,,,
0500000US51173,Smyth,Virginia,,Non core,30741,150,6783,540,22.1,1.7,21.6,22.5,5.1,6.9,8.5,12.7,4.3,9.8,22.8,4.7,72.4,40.6,24.8,22.4,22.3,0,0,0,0,15.1,2.6,,,,
0500000US51175,Southampton,Virginia,,Non core,16591,206,2568,281,15.5,1.7,13.9,16.9,2.6,4.6,4.7,10.5,3,7.5,32.7,2.8,64.5,35.5,20.9,21.3,12.7,0,34,,0,13.5,10.7,,,,
0500000US51177,Spotsylvania,Virginia,,Metropolitan,129423,157,14737,710,11.4,0.6,11.5,11.3,1.8,3.4,4.6,5.9,2.7,5.7,40.7,7.2,52.1,21.8,12,11.2,12.1,8.2,20.8,0,1.7,10.6,5.1,,,,
0500000US51179,Stafford,Virginia,,Metropolitan,135615,578,11760,703,8.7,0.5,9,8.3,1.1,2.7,3.3,4.1,1.7,3.7,54.9,4.5,40.5,14.7,8.6,7,9.7,7.3,6.8,4.8,4.2,6.3,4.2,,,,
0500000US51790,Staunton city,Virginia,,Metropolitan,23668,189,3544,384,15,1.6,13.7,16,2.4,5.4,5.9,8.8,3.3,5.6,44.1,3.1,52.9,29.7,19.7,13.1,15.7,0,8.6,,0,9.3,12,,,,
0500000US51800,Suffolk city,Virginia,,Metropolitan,85835,348,10411,548,12.1,0.6,12,12.2,2.2,2.6,4.7,7,2.8,6.2,38,4.3,57.7,15.9,18.3,13.4,11.8,9.7,18.4,0,7.2,3.9,4.6,,,,
0500000US51181,Surry,Virginia,,Non core,6670,17,969,189,14.5,2.8,15,14.1,3.8,4.2,3.9,8.3,2.8,6.5,39.3,6.3,54.4,28.4,20.1,15.9,13.1,0,100,,0,32.1,0,,,,
0500000US51183,Sussex,Virginia,,Metropolitan,7015,739,1252,189,17.8,2.7,15.3,19.8,3.1,4.1,6.3,11.7,4.7,10.7,33.1,0.6,66.3,23.8,28.4,18.7,17.7,0,0,,0,25.9,5.5,,,,
0500000US51185,Tazewell,Virginia,,Micropolitan,41458,141,9455,669,22.8,1.6,23.5,22.2,4.5,8,9.3,13.8,5,10.1,28.8,3.5,67.7,41.4,20.4,26.5,22.9,10.1,12,0,0,16.5,24.3,,,,
