geoid,County Name,State,metro code,Metropolitan Status,Total Population,"Total population, MOE",Disabiltiy Population,"Disability Population, MOE",Disabitiy Rate,"Disability Rate, MOE",Male Disabiltiy Rate,Female Disability Rate,Vision Disabiltiy Rate,Hearing Disabiltiy Rate,Cognative Disabitliy Rate,Mobility Disabiltiy Rate,Self Care Disabiltiy Rate,Independent Living,Disability Employment Rate,Disability Unemployment Rates,Out of the Labor Force Disability Rate,Veteran Disability Rate ,Disability Poverty Rate ,Disability Rate-Black/African America,Disability Rate-White,Disability Rate-Asian,Disability Rate-American Indian/Alaskan Native,Disability Rate-Native Hawaiian Pacific Islander,Disability Rate-Other race,Disability Rate-Two or more races,Disability Rate- Hispanic (of any race),,,,
0500000US35037,Quay,New Mexico,,Non core,8404,46,1899,290,22.6,3.5,23.7,21.6,3.8,8.3,7,15.5,5.5,12.9,26.5,1.1,72.4,34.5,18.3,39.1,22.1,9.1,29.6,0,31.1,16.2,20.8,,,,
0500000US35039,Rio Arriba,New Mexico,,Micropolitan,39215,70,6014,500,15.3,1.3,17,13.7,5.2,5.3,6,9.5,4,7.5,24.2,8,67.9,35.3,27.2,13.2,18.4,0,14.7,0,9.4,11.3,15.6,,,,
0500000US35041,Roosevelt,New Mexico,,Micropolitan,18717,196,3418,361,18.3,1.9,18.3,18.2,3.7,5.4,8.9,9.4,3.2,9.7,27.4,8.4,64.2,29.9,33.2,9.8,19.8,2.1,23.1,0,15.1,14.6,14.4,,,,
0500000US35045,San Juan,New Mexico,,Metropolitan,126898,262,18274,740,14.4,0.6,14.5,14.3,2.8,5.4,5.5,8.1,2.8,6.3,33.3,6,60.7,36.1,24.3,16.9,16.9,7.1,11.9,0,10.3,10.7,11.1,,,,
0500000US35047,San Miguel,New Mexico,,Micropolitan,27631,111,8316,665,30.1,2.4,31.2,29,6.1,11.5,14.8,15.7,6.9,12.4,34.6,3.9,61.5,48.7,30.7,6.2,26,21.3,30.6,80.4,36.3,22.8,30.9,,,,
0500000US35043,Sandoval,New Mexico,,Metropolitan,137964,196,17716,792,12.8,0.6,13.6,12.1,2.5,4.2,4.5,7.3,3.2,6.3,32.3,6,61.7,27.8,15.3,16.6,13.7,6.7,9.3,12.3,12.8,9.7,11.4,,,,
0500000US35049,Santa Fe,New Mexico,,Metropolitan,145821,246,19318,817,13.2,0.6,13.7,12.9,2.7,4.9,5.1,6.8,2.7,5.3,39.5,4.8,55.7,29.7,19.2,6.3,13.7,2.4,11.3,12.7,11.5,14.2,13.1,,,,
0500000US35051,Sierra,New Mexico,,Non core,11005,122,2451,279,22.3,2.5,26.7,18.1,2.8,9.8,9,13.4,4.2,9.5,17.7,4.2,78.1,43.6,21.4,2,21.3,0,38.9,,30.3,47.6,13.2,,,,
0500000US35053,Socorro,New Mexico,,Non core,17002,62,4634,479,27.3,2.8,27,27.6,13.8,14.8,16.7,17.8,12.9,21.9,21.9,0.1,78,43.1,25.3,20,28.5,0,35.7,,24.8,3.5,25.1,,,,
0500000US35055,Taos,New Mexico,,Micropolitan,32624,37,6286,609,19.3,1.9,19.2,19.3,5,7.6,8.4,10.7,3.8,7.9,33.6,8,58.4,22,29.2,18.9,18.7,6.9,19.3,0,28,9.4,20.8,,,,
0500000US35057,Torrance,New Mexico,,Metropolitan,14921,151,2363,353,15.8,2.4,16,15.7,2.6,3.4,8.5,9.2,4.4,6.6,18.3,2.6,79.1,16.3,25.2,22.4,15.5,0,15.7,,23.9,19.3,11.8,,,,
0500000US35059,Union,New Mexico,,Non core,3601,170,690,144,19.2,3.8,19.1,19.2,5.2,6.7,6.7,10.3,2.8,8.6,41.2,1.9,56.9,32.2,15.4,12.5,16.4,0,49.2,,18.1,61.7,14.5,,,,
0500000US35061,Valencia,New Mexico,,Metropolitan,74349,228,14755,1005,19.8,1.4,20.4,19.4,4.9,7.1,8.9,10.9,4.4,9.7,26.9,5.5,67.6,38.2,22.7,20,20,4.4,16.7,,21.3,20.6,18.3,,,,
0500000US36001,Albany,New York,,Metropolitan,304767,432,34310,1042,11.3,0.3,11,11.5,1.7,2.7,4.7,5.9,1.9,5.2,39.7,5.5,54.7,27.3,19.9,11.9,11.6,4.5,29.3,28.1,13.4,11.7,11.2,,,,
0500000US36003,Allegany,New York,,Non core,46918,171,7302,388,15.6,0.8,15.9,15.3,2.4,4.8,5.8,8.5,3.1,6.1,31.6,4.5,63.9,33.6,22.8,4.9,16,4.7,7.7,0,4.5,7.2,5.6,,,,
0500000US36005,Bronx,New York,,Metropolitan,1434422,668,208874,3021,14.6,0.2,13.4,15.6,3.6,2.7,6.6,9,3.7,6.9,28.3,7.3,64.4,30.7,39.2,14.3,18.9,10.3,18.3,8.2,12.9,13.3,14.8,,,,
0500000US36007,Broome,New York,,Metropolitan,193241,363,29754,1081,15.4,0.6,14.8,15.9,2.4,4.1,6.6,7.7,3,6.8,30.8,5.6,63.6,29.5,26,15.4,16,5.6,19.3,15.5,17.6,12.5,12.5,,,,
0500000US36009,Cattaraugus,New York,,Micropolitan,77388,201,12149,477,15.7,0.6,16.5,14.9,2.3,4.3,6.3,9.2,3.2,6.9,26.5,5.3,68.2,31.4,23.5,11.7,16,2.6,13.9,,7.7,16.5,12.9,,,,
0500000US36011,Cayuga,New York,,Micropolitan,74877,272,10564,504,14.1,0.7,14.6,13.6,2.5,4.6,5,7.2,2.8,5.5,40,3.9,56.1,29.2,17.2,8.7,14.3,4.3,11.6,,11,12.9,8.6,,,,
0500000US36013,Chautauqua,New York,,Micropolitan,128249,301,20286,808,15.8,0.6,16.2,15.4,2.4,4.4,6.2,8.5,3,6.9,30.8,7.3,61.9,28.9,27,27.1,15.5,8.6,7.2,14.6,28.4,9.9,21.2,,,,
0500000US36015,Chemung,New York,,Metropolitan,83346,431,12402,816,14.9,1,15,14.7,2.3,3.8,6.4,7.3,2.6,6.1,30.6,4.2,65.2,27.2,24.3,15.7,15.1,1.7,9.8,0,21.1,14.3,10.6,,,,
0500000US36017,Chenango,New York,,Non core,48177,126,8907,426,18.5,0.9,19.9,17.1,2.5,5.1,7.1,9.9,4,7.8,30.7,5.8,63.5,37.3,23,13.7,18.6,13,4.6,40.9,42.3,11.7,16.7,,,,
0500000US36019,Clinton,New York,,Micropolitan,76759,343,12060,678,15.7,0.9,15.4,16,2.3,4.4,6.4,8.4,3.2,6.8,28.8,4.7,66.5,30.1,27.3,7.2,15.7,9.1,44.5,15.8,13.3,32.6,11.8,,,,
0500000US36021,Columbia,New York,,Micropolitan,59819,279,9511,594,15.9,1,16.3,15.5,1.8,5.5,6.3,7.6,2.7,6.1,38.6,6.1,55.3,29.5,20.4,17,16.3,4.2,19,0,5.9,13.7,9.6,,,,
0500000US36023,Cortland,New York,,Micropolitan,47867,150,6261,455,13.1,0.9,13.9,12.4,2.3,3.2,4.8,7.6,3.4,6.1,29.4,5.5,65.1,28.1,21.8,15.2,13.1,13.5,43.4,0,0,11.1,11.6,,,,
0500000US36025,Delaware,New York,,Non core,45478,126,7417,453,16.3,1,17.1,15.5,2.4,4.6,6.1,8.5,3.2,6.8,28.3,4.7,66.9,28.1,22.2,18.1,16.4,4.6,35.8,,0.6,18.1,17.4,,,,
0500000US36027,Dutchess,New York,,Metropolitan,287723,730,37351,1197,13,0.4,12.7,13.2,2.2,4,5.1,6.9,2.8,5.9,38.7,5.9,55.4,29.2,16,14.5,13.1,7.6,14.2,9.5,12,11.8,10.4,,,,
0500000US36029,Erie,New York,,Metropolitan,912268,658,120346,1882,13.2,0.2,12.7,13.7,2.2,3.3,5,7.5,2.6,6,33.8,5,61.2,28.5,24.2,17.1,12.8,5.4,22.4,23.9,14.3,11.6,14.3,,,,
0500000US36031,Essex,New York,,Non core,35897,408,6250,422,17.4,1.2,19.5,15.3,3.4,5.6,6.8,8.5,3.1,6.4,39.4,7,53.7,33.7,15.2,29.6,17.1,3.7,24.6,44.4,24.1,29.3,19.3,,,,
0500000US36033,Franklin,New York,,Micropolitan,46282,310,7152,530,15.5,1.1,15.3,15.6,1.9,4,6.1,7.5,1.9,5.3,23,3.4,73.6,28.8,33,32.7,15.4,8.8,18.5,0,2.5,3.7,7.5,,,,
0500000US36035,Fulton,New York,,Micropolitan,53200,161,8598,597,16.2,1.1,16.4,15.9,2.6,4.8,6,8.7,3.3,7.4,24.6,3,72.4,28.1,22.9,18.9,16.1,6.1,7.5,0,35.3,16.1,15.6,,,,
0500000US36037,Genesee,New York,,Micropolitan,58079,125,8580,498,14.8,0.9,15.9,13.6,1.9,3.9,6.2,8,3.2,5.9,31.4,7.3,61.2,32,20.5,13.9,15,3.9,26.5,,10.1,8.8,18.6,,,,
0500000US36039,Greene,New York,,Non core,44874,280,6413,565,14.3,1.2,14.9,13.7,2.7,3.5,5.4,7.6,3.1,7.4,26.5,2.3,71.2,23.2,20.2,9.7,14.7,17.9,5.5,100,9.9,3.2,9.7,,,,
0500000US36041,Hamilton,New York,,Non core,4612,26,1041,140,22.6,3,21.5,23.6,3.9,9.3,4.8,13.7,9.1,12.9,25.8,2.7,71.5,21.2,10.3,90,22.5,100,0,100,8.3,13,7.4,,,,
0500000US36043,Herkimer,New York,,Metropolitan,62282,174,9818,664,15.8,1.1,16.5,15,2.4,3.9,6.1,8.3,2.6,6.1,37,6.8,56.2,28.1,25.3,18.5,15.8,9.4,13.3,0,17.7,12.9,22,,,,
0500000US36045,Jefferson,New York,,Metropolitan,104191,673,14126,708,13.6,0.7,15,12.2,2.3,4.3,5.4,7.2,2.4,5.7,32.6,5,62.4,25.5,25.5,8.3,14,11.6,14.1,0,11,11.2,6.2,,,,
0500000US36047,Kings,New York,,Metropolitan,2623350,1087,270539,3165,10.3,0.1,8.9,11.6,2.2,2,4,7.2,3,5.9,31.2,6.3,62.5,29.1,32.9,11,10.8,6.4,14.3,5.3,10.8,10.5,11.7,,,,
0500000US36049,Lewis,New York,,Non core,26485,113,3676,248,13.9,0.9,14.2,13.5,1.8,4.3,4.8,7.2,2.7,5.5,30.9,7.8,61.3,30.5,17.8,17.6,13.8,0,8.9,34.8,10.8,24.2,8.1,,,,
0500000US36051,Livingston,New York,,Metropolitan,61781,261,8142,528,13.2,0.8,13.7,12.7,1.7,4,5.3,6,2.3,5.5,33.9,1.8,64.3,25.6,25.2,36.2,13.1,6.8,8.5,20,8.7,7.6,9.7,,,,
0500000US36053,Madison,New York,,Metropolitan,71200,145,8592,643,12.1,0.9,12.9,11.2,1.6,3.2,4.7,6.5,3,6.3,32.1,5,62.9,24.7,19.5,3.7,12.3,8.2,15.6,63.8,5.6,9.3,3.3,,,,
0500000US36055,Monroe,New York,,Metropolitan,741530,591,98691,2105,13.3,0.3,12.7,13.9,1.9,3.4,5.7,6.9,2.3,6,34.7,6.5,58.8,26.7,26,17.2,12.8,6.2,28,3.4,15.5,12.2,16.1,,,,
0500000US36057,Montgomery,New York,,Micropolitan,48717,224,7731,541,15.9,1.1,16.3,15.4,3,4.2,6.8,8.3,3.1,7.3,31.8,7.9,60.2,27.3,31.3,17.4,15.9,10.7,73.5,,17.7,12.7,17.9,,,,
0500000US36059,Nassau,New York,,Metropolitan,1353154,698,114395,1923,8.5,0.1,8,8.9,1.3,2.4,2.8,4.8,2.1,4.5,36.8,5,58.2,29,9.9,7.3,9.7,4.9,11,3.7,3.6,5.3,5.1,,,,
0500000US36061,New York,New York,,Metropolitan,1643228,718,167157,3619,10.2,0.2,8.9,11.3,2,2.3,3.8,6.5,2.7,4.6,31.9,5.9,62.2,29.9,32,15.8,8.7,7.8,14.6,13.7,12.2,10.4,14.5,,,,
0500000US36063,Niagara,New York,,Metropolitan,210660,287,28386,1106,13.5,0.5,13.5,13.5,1.8,3.7,5,7.7,2.6,6.1,30.9,4.8,64.3,29.6,21,13.9,13.5,6.3,14.5,56.9,10.1,14.9,11.1,,,,
0500000US36065,Oneida,New York,,Metropolitan,224652,658,33577,1133,14.9,0.5,14.9,15,2.6,4.1,6.2,8.6,3.1,7,29.2,6.3,64.5,29,25.8,17.8,15.1,7.9,30.9,0,12.4,15.7,16.1,,,,
0500000US36067,Onondaga,New York,,Metropolitan,462658,545,57621,1499,12.5,0.3,12.4,12.5,1.9,3.3,5.4,6.5,2.3,5.3,33.4,6.3,60.3,25.9,24.1,15.9,12.3,6,23.3,0,12.7,11.7,10.7,,,,
0500000US36069,Ontario,New York,,Metropolitan,108600,183,12882,603,11.9,0.6,11.9,11.8,1.9,3.8,4.6,6.2,2.3,5.5,36.6,5.5,57.9,26.8,18.9,11,11.9,5,28.6,31.5,12.5,13,10.4,,,,
0500000US36071,Orange,New York,,Metropolitan,369083,667,44308,1587,12,0.4,11.7,12.3,2.6,3.8,4.8,6.6,2.9,5.8,40,5.7,54.3,27.8,15.6,12.9,12.6,6.5,15,34,8.6,9.2,9.2,,,,
0500000US36073,Orleans,New York,,Metropolitan,38971,298,6702,508,17.2,1.3,17.8,16.6,3.3,5.5,6.5,8.9,3.7,7.1,29.7,5.4,65,32.4,23.1,16.9,17.5,3.8,5.3,0,14.5,14.5,11.7,,,,
0500000US36075,Oswego,New York,,Metropolitan,119166,153,18071,912,15.2,0.8,15.3,15,2.2,4.1,5.9,8.1,3.2,6.8,28.4,5.9,65.7,26.4,25.5,10.3,15.2,13.7,36.5,0,8.8,14.7,12,,,,
0500000US36077,Otsego,New York,,Micropolitan,60089,144,7780,429,12.9,0.7,13.5,12.5,1.8,3.7,4.9,6.7,2.6,5,33.9,4.2,61.8,23.2,24.2,10.7,13,10.8,9.5,0,16.4,12.8,12.7,,,,
0500000US36079,Putnam,New York,,Metropolitan,98891,182,10509,724,10.6,0.7,11.2,10,1.4,3.2,3.7,5.7,2.4,5.1,42.9,6.3,50.8,29.4,8.4,14.8,10.6,11.3,7,17.4,9.4,8.4,7.6,,,,
0500000US36081,Queens,New York,,Metropolitan,2324280,770,222686,2957,9.6,0.1,8.5,10.6,2.1,2.1,3.4,6,2.7,5.1,36.6,5.8,57.6,27.1,20.2,11.3,11.4,6.8,15.8,9.1,7,9.2,8.3,,,,
0500000US36083,Rensselaer,New York,,Metropolitan,158043,281,21468,1043,13.6,0.7,12.9,14.3,1.4,3.3,5.9,7.4,2.5,6,36.1,5.7,58.2,27.7,18.7,17.2,13.7,3.7,12.4,0,8,12.2,13.3,,,,
0500000US36085,Richmond,New York,,Metropolitan,471955,426,47015,1320,10,0.3,9.3,10.6,1.6,2.1,3.4,6.2,2.5,5.4,28.6,4.3,67.1,25.4,20.7,11.2,10.3,6.5,10.7,10.9,8.1,10.5,8.3,,,,
0500000US36087,Rockland,New York,,Metropolitan,322811,276,30113,1196,9.3,0.4,9,9.6,1.4,2.8,3.6,5.1,2.5,5.2,42.5,4.6,52.9,31.9,13.1,10.7,9.6,8.6,6.5,0,5.5,7.9,7.6,,,,
0500000US36091,Saratoga,New York,,Metropolitan,223481,501,25204,1057,11.3,0.5,11.4,11.1,2,3.9,4,5.7,2.1,4.6,40.9,6.2,52.9,24.8,15.1,12.5,11.5,5.3,8.2,0,7.2,10.8,8.4,,,,
0500000US36093,Schenectady,New York,,Metropolitan,153486,285,20871,1055,13.6,0.7,13.4,13.8,2.4,3.1,6,7.2,3.2,7,31,7.3,61.7,27.4,20.6,11.8,14.2,6.2,27.4,0,13.2,14.9,14.8,,,,
0500000US36095,Schoharie,New York,,Metropolitan,31535,23,5057,362,16,1.1,17.1,15,2.6,5,6.6,8.3,2.8,5.9,31.7,3.9,64.4,31.7,21.4,7.3,16.3,5.5,10.5,0,16.3,15.2,8.2,,,,
0500000US36097,Schuyler,New York,,Non core,17876,57,2882,272,16.1,1.5,16.4,15.8,2,4.5,5.4,9.2,3.3,6.3,31.5,6.4,62,31.3,22.4,10.9,16,20.9,14.3,,25,24.7,13.6,,,,
0500000US36099,Seneca,New York,,Micropolitan,32036,334,5319,414,16.6,1.3,16.9,16.3,2.1,5.5,5.9,9,2.5,5.6,39.3,5.1,55.6,34.3,18.1,15.1,16.6,9.8,53.9,100,5.4,17.8,7.1,,,,
0500000US36089,St. Lawrence,New York,,Micropolitan,107198,421,16934,717,15.8,0.6,16.7,14.9,2.8,5.3,5.9,8.2,2.9,6,27.9,7,65.1,34.8,22.7,15.2,15.9,2.5,12.6,0,9.6,21.5,7.8,,,,
0500000US36101,Steuben,New York,,Micropolitan,96379,211,15209,646,15.8,0.7,16.5,15,2.5,4.5,6.2,8.6,2.9,6.6,30.2,5.1,64.7,30,21.6,25.3,15.8,2.9,45.3,0,12.5,15.7,15.9,,,,
0500000US36103,Suffolk,New York,,Metropolitan,1483523,877,141355,2539,9.5,0.2,9.3,9.8,1.5,2.6,3.3,5.3,2.2,4.7,37.7,4.9,57.4,25.2,13.3,10.3,9.9,6.1,15,0.9,5.9,7.5,6.5,,,,
0500000US36105,Sullivan,New York,,Non core,73419,217,11937,790,16.3,1.1,16.6,15.9,2.8,4.5,6.5,8.9,3.7,7.5,27.8,6.1,66.1,29.1,24.9,18,16.6,7.3,10,,11.2,16,14.3,,,,
0500000US36107,Tioga,New York,,Metropolitan,48942,148,6852,528,14,1.1,14.9,13.1,2.5,4.4,5,7.9,2.6,5.6,34.5,6.2,59.3,27.1,18.7,32.4,13.9,4.7,13.6,0,1.8,18.3,14.1,,,,
0500000US36109,Tompkins,New York,,Metropolitan,103532,351,9150,602,8.8,0.6,7.6,10,1.2,2.5,3.9,4.1,2.1,4.1,34.8,6.5,58.7,22.5,20.6,8.8,9.8,2.3,19,6.7,6.2,6.5,7.2,,,,
0500000US36111,Ulster,New York,,Metropolitan,175816,361,23995,983,13.6,0.6,13.5,13.8,2,4,4.8,7.2,2.8,6,35.2,5.1,59.7,28.9,19.9,12.5,14.2,5.9,21.2,0,8.5,11.1,9.8,,,,
0500000US36113,Warren,New York,,Metropolitan,64154,176,9273,568,14.5,0.9,14.3,14.6,1.9,4,5.8,7.6,2.2,5.7,31.8,5,63.2,24.8,20.5,25.1,14.2,4.8,34.8,0,21.2,24.5,12.7,,,,
0500000US36115,Washington,New York,,Metropolitan,59170,255,8383,508,14.2,0.9,15,13.3,2,4.1,4.8,8.3,3,6.3,29.2,4.9,65.9,28.7,17,8.8,14.3,4.9,15,,9.6,15.7,8.6,,,,
0500000US36117,Wayne,New York,,Metropolitan,90522,212,13308,801,14.7,0.9,14.6,14.8,2.1,3.8,6.2,7.8,2.5,6.3,33.8,7.1,59,29.5,19.2,24.6,14.5,0.2,24.6,59.1,15,13.2,11.4,,,,
0500000US36119,Westchester,New York,,Metropolitan,962824,737,88966,2215,9.2,0.2,8.6,9.9,1.6,2.5,3.3,5.2,2.2,4.5,39.1,6,54.9,31.4,17,10.8,9.8,4.4,9.9,3.8,6.7,7.7,7.5,,,,
0500000US36121,Wyoming,New York,,Non core,37617,175,5047,342,13.4,0.9,13.8,13,1.8,3.8,5.1,7.2,2.8,5.4,35.2,6.6,58.2,23.9,19.8,25.9,13.3,14.4,46.9,,10.4,5.4,8.2,,,,
0500000US36123,Yates,New York,,Metropolitan,24730,115,2966,257,12,1,12.9,11.2,1.8,4.1,5.2,6,2,5.3,39.4,5.3,55.3,29,22.8,3.4,12.1,1.3,9.1,0,35.5,9.2,12.4,,,,
0500000US37001,Alamance,North Carolina,,Metropolitan,156660,231,22895,988,14.6,0.6,14.3,14.9,3.1,4.6,5.9,8.2,2.6,5.9,31.5,5.9,62.6,30.8,23.9,16.3,15.3,4.3,18.1,28.4,3,15.7,4,,,,
0500000US37003,Alexander,North Carolina,,Metropolitan,35923,207,6512,603,18.1,1.7,18.4,17.8,2.5,4.7,7.5,11.3,4.1,8,34.5,2.6,62.9,33.2,17.8,15.2,18.8,9.3,0,0,6,27.2,8.1,,,,
0500000US37005,Alleghany,North Carolina,,Non core,10812,96,2374,270,22,2.5,21.8,22.2,3.8,7.1,7.4,14.9,6.3,10.1,22.2,3,74.8,45.6,22.4,15.8,23.1,0,2.4,0,0,43.8,4.9,,,,
0500000US37007,Anson,North Carolina,,Non core,23748,695,4434,400,18.7,1.6,17.5,19.8,3.9,4.4,7.6,12,4.3,9,22.6,6.5,70.9,34.7,31.1,17.7,19.8,12.2,0,,5.4,23.3,5.4,,,,
0500000US37009,Ashe,North Carolina,,Non core,26594,117,4181,407,15.7,1.5,16.9,14.6,2.5,5.6,5.5,9,3.3,7,32,2.3,65.7,33.6,28.2,42,16.1,0,38.1,0,0,4.5,2.6,,,,
0500000US37011,Avery,North Carolina,,Non core,15412,518,3170,350,20.6,2.3,20.3,20.8,5.2,7.7,7,11.7,4.9,8.1,35.1,3.7,61.2,38.6,24.8,26,20.7,23.2,16.7,,0,16.5,3.1,,,,
0500000US37013,Beaufort,North Carolina,,Micropolitan,46957,151,8761,670,18.7,1.4,20.3,17.1,3,4.4,6.9,11.3,5.4,10.9,19.5,3.5,77,36.4,28.9,23.9,16.8,0,33.3,100,8.9,11.8,6.7,,,,
0500000US37015,Bertie,North Carolina,,Non core,18658,158,4013,346,21.5,1.9,19.3,23.5,4.1,5.4,6.7,15,5.3,8.9,28.1,5.4,66.5,38,24.5,22.3,20.6,0,50.7,0,0,12,13.8,,,,
0500000US37017,Bladen,North Carolina,,Non core,33803,151,7315,545,21.6,1.6,21.1,22.2,5.5,5.4,8.6,14,6.3,9,20.7,6.8,72.5,35.3,37.2,23.4,22.3,0,20.7,,4,15.7,5.1,,,,
0500000US37019,Brunswick,North Carolina,,Metropolitan,121634,228,20918,1091,17.2,0.9,18.3,16.2,3.5,5.9,6.3,9.1,3.7,7,32,4.3,63.7,31.1,17.9,18,17.5,6.8,26.8,9.8,8.1,15.3,9.1,,,,
0500000US37021,Buncombe,North Carolina,,Metropolitan,248611,517,33895,1285,13.6,0.5,13.5,13.7,2.5,4.1,6.3,7.3,3.4,7.2,30.5,4.9,64.5,30.6,19.6,16.1,13.5,5.5,31.6,17.9,6.4,15.5,5,,,,
0500000US37023,Burke,North Carolina,,Metropolitan,86617,313,17909,904,20.7,1,22.1,19.3,3.8,6.7,7.9,12.2,4,9,23.5,6,70.5,42.7,28.3,24.7,22.3,4.3,14.7,0,1.1,8,7.8,,,,
0500000US37025,Cabarrus,North Carolina,,Metropolitan,195309,276,20395,922,10.4,0.5,10.3,10.6,1.7,2.9,3.8,6.3,2.4,5.2,35.7,6.1,58.2,28.6,15.7,9.7,11.4,1.5,6.7,0,4.5,9.5,4.7,,,,
0500000US37027,Caldwell,North Carolina,,Metropolitan,80979,168,15088,811,18.6,1,18.3,18.9,3.4,5.2,7.5,11.2,3.7,8.5,25.5,3.6,70.9,32,26.6,19.9,19,3.6,44.5,80.8,5.2,28.2,6.8,,,,
0500000US37029,Camden,North Carolina,,Micropolitan,10218,67,1423,214,13.9,2.1,12,15.8,2.3,4.4,3,7.4,3.4,7.8,38.4,2.9,58.7,14.9,11.2,15.9,13.8,0,0,,88.9,0,15.5,,,,
0500000US37031,Carteret,North Carolina,,Micropolitan,67074,255,13333,834,19.9,1.2,21.2,18.7,4.9,6.4,6.8,9.8,3.3,6.3,40.6,10.5,48.9,33.1,16.7,17.1,20.4,4.3,37.1,36.8,6.2,17.5,7.8,,,,
0500000US37033,Caswell,North Carolina,,Non core,21970,136,4339,445,19.7,2,20.6,18.9,3.7,4.6,7.8,11.8,5,10.8,23.9,5,71.2,32.3,28.9,21.8,18.7,26.9,0,0,0,50.9,1.2,,,,
0500000US37035,Catawba,North Carolina,,Metropolitan,154701,197,22235,939,14.4,0.6,14.3,14.4,2.4,4.2,5.7,8.3,3.2,6.4,32,5.6,62.5,28.2,21.4,17.5,15.4,4.2,22.8,,6.1,8.6,7.4,,,,
0500000US37037,Chatham,North Carolina,,Metropolitan,67647,149,9851,738,14.6,1.1,14.7,14.4,3.5,4.5,4.7,7.2,2.4,5,42,4.5,53.5,30.7,18.5,19.3,14.6,5.1,35.2,0,4.4,9.9,10.5,,,,
0500000US37039,Cherokee,North Carolina,,Non core,27175,116,5614,475,20.7,1.7,22.5,18.9,4.1,8.1,7.7,11.9,4.5,9.2,22.3,4.4,73.3,33.3,20.5,29.2,20.4,0,28.6,,16.5,31.8,8.6,,,,
0500000US37041,Chowan,North Carolina,,Non core,14100,136,2178,348,15.4,2.4,17.5,13.5,1.7,4.1,4.1,9.8,2.7,6.7,40,7.8,52.2,35.3,16.6,11.9,17.8,0,17.2,100,7.1,4.5,2.3,,,,
0500000US37043,Clay,North Carolina,,Non core,10716,28,1794,318,16.7,3,16.4,17,3.9,7.1,5,10.9,2.3,5.7,23.8,1.9,74.3,23.4,31.7,50.3,16.1,,100,,0,0,0.3,,,,
0500000US37045,Cleveland,North Carolina,,Micropolitan,96786,110,16090,901,16.6,0.9,16.3,17,4.2,5.2,5.7,10.4,4.3,8.3,30.4,5.5,64.1,35.7,26,17.6,16.6,9.7,25.4,,3.4,21.1,5.2,,,,
0500000US37047,Columbus,North Carolina,,Non core,53778,277,10826,644,20.1,1.2,20.6,19.7,4.4,4.7,7.9,13.7,6,11.1,20.6,6.2,73.2,39.8,28.7,23.6,19.4,9.9,16.3,,0.7,25.9,4.4,,,,
0500000US37049,Craven,North Carolina,,Metropolitan,95058,640,16549,923,17.4,1,17.7,17.1,3.7,5.3,6.6,9.9,3.8,7.5,41.6,4.7,53.8,29.7,19.3,17.7,18.1,6.9,19.6,51.7,8.2,13.3,10,,,,
0500000US37051,Cumberland,North Carolina,,Metropolitan,300902,1373,49950,1355,16.6,0.4,17.8,15.6,3.4,4,7.7,9.6,3.6,7.3,33.6,7.1,59.3,27.8,24.7,17.7,16.7,9.2,24.9,14.1,12.2,11.5,13.1,,,,
0500000US37053,Currituck,North Carolina,,Metropolitan,24904,125,3667,469,14.7,1.9,14.8,14.6,3.2,4.7,6.1,8.3,3.7,6.9,35.6,7.2,57.2,22.5,12.9,15.7,14.7,12.1,13.8,0,22.4,12.1,11.7,,,,
0500000US37055,Dare,North Carolina,,Micropolitan,35239,76,4907,519,13.9,1.5,16.1,11.8,2.2,4.3,4.9,7.9,2.6,6.1,43.8,9.2,47,34,16,30.3,13.7,0,14.8,,11.1,16.4,9.3,,,,
0500000US37057,Davidson,North Carolina,,Metropolitan,162246,433,26863,1177,16.6,0.7,16.9,16.2,2.9,4.6,6.9,9.5,3.1,7.8,31.3,6.6,62.2,33.3,23.2,15.8,16.9,8.2,29.1,37.2,8.8,12,7.3,,,,
0500000US37059,Davie,North Carolina,,Metropolitan,41422,92,6002,547,14.5,1.3,13,15.9,2.5,4.4,6.7,7.4,3,6.9,42.4,3.9,53.7,27.3,15.7,15.6,14.8,8.1,45.5,,5.8,5.6,5,,,,
0500000US37061,Duplin,North Carolina,,Non core,58894,172,11175,820,19,1.4,17.8,20.1,4.1,5.2,8.3,11.5,4.3,10.1,26.6,4.8,68.6,41.7,24.9,25.1,18.1,1.4,14.7,0,4.9,17.1,5.9,,,,
0500000US37063,Durham,North Carolina,,Metropolitan,295299,474,30452,1238,10.3,0.4,10.1,10.5,2.2,2.7,4.4,6,2.2,4.5,38.1,6.4,55.5,25.8,23.3,13,9.4,3.1,31.4,0,5.4,8.7,4.2,,,,
0500000US37065,Edgecombe,North Carolina,,Metropolitan,53260,125,9220,609,17.3,1.1,17.1,17.5,2.5,3.4,7.7,10.5,3.6,8.7,26.2,3,70.9,30.8,28.1,16.7,19.5,0,26.9,0,1.9,12.1,7.3,,,,
0500000US37067,Forsyth,North Carolina,,Metropolitan,365252,354,38317,1086,10.5,0.3,10.5,10.5,1.7,2.6,4.1,5.9,2.2,5,28.2,6.5,65.3,22.7,22.5,12.1,10.4,3.5,16.6,8,4.4,10.6,3.4,,,,
0500000US37069,Franklin,North Carolina,,Metropolitan,62896,180,9584,700,15.2,1.1,15.4,15.1,3.2,3.8,6.8,9.1,3.7,7.8,28.7,5,66.4,28.7,22.2,20.2,13.8,0,17.2,0,2.1,21.2,7.4,,,,
